num,summary,grade,review
237,"색상: (10)WHITE / 사이즈: XL(105)
체형184cm사이즈약간 커요핏적당해요착용감편해요",5,"그냥 기본티보다 전체적으로 큰 느낌
한번 빨면 적당할거 같음"
238,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,약간 오버핏으로 사이즈 좋네여
239,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요핏오버핏이에요착용감편해요",5,면재질도 부드럽고 편하게 입을수 있을듯 합니딘
240,"색상: (10)WHITE / 사이즈: XL(105)
체형남성어깨 넓음보통 어깨핏오버핏이에요사이즈많이 커요착용감아주 편해요",5,좋아요! 만족합니다!
241,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,"배송빠르고 부드럽고 편안해요~
잘 입을게요"
242,"색상: (10)WHITE / 사이즈: S(090)
체형남성173cm69kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,적당한 기장으로 레이어드 돼서 좋아요~~
243,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"일부러 크게 샀는데ㅋㅋ 길긴 기네요
건조기 돌려봐야겠어요"
244,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,롱기장이어서 여러모로 입기 편해요~
245,"색상: (10)WHITE / 사이즈: M(095)
체형167cm보통 어깨사이즈잘 맞아요핏적당해요착용감아주 편해요",5,레이어드용은 처음이라 기장이 좀 부담이긴한데 입다보면 익숙해 지겠죠.
246,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,레이어드용은 처음이라 기장이 좀 부담이긴한데 입다보면 익숙해 지겠죠.
247,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,감사합니다 빠르게 잘 받았습니다
248,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,아이 교복안에 입히려구요
249,"색상: (10)WHITE / 사이즈: M(095)
체형남성172cm70kg상의 L어깨 넓음보통 팔길이사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,칼배송에  할인도 대박  옷도 이쁘고 다 만족합니다.
250,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,너무 길까봐 한사이즈 다운했네 좀 작습니다
251,"색상: (10)WHITE / 사이즈: L(100)
체형남성173cm95kg상의 L어깨 넓음사이즈잘 맞아요핏적당해요착용감편해요",5,두께랑 사이즈 맘에들어요
252,"색상: (10)WHITE / 사이즈: XL(105)
체형남성사이즈약간 커요 (어깨)핏적당해요착용감편해요",5,배송빠르고 저렴하게 잘 샀습니다
253,"색상: (10)WHITE / 사이즈: XL(105)
체형여성핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,빠른배송에 감사합니다
254,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,선물로 산겁니당~ 색감 좋네요~
255,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,기본티 싸게 잘 샀어요~
256,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요착용감아주 편해요",5,레이어드용으로 두개 삿는데 만족해용
257,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,꼭 필요한 필수템 합리적인 가격으로 샀어요!
258,"색상: (10)WHITE / 사이즈: S(090)
체형남성168cm63kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,적당하게 레이어드 되는 아주 좋은 핏이네요
259,"색상: (10)WHITE / 사이즈: M(095)
핏오버핏이에요사이즈많이 커요착용감아주 편해요",5,길이가 엄청나네요 ㅎㅎ. 면은 좋아요
260,"색상: (10)WHITE / 사이즈: XL(105)
체형남성177cm75kg상의 XL어깨 넓음팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",5,배송 빠르구요. 편하게 잘 입을께요
261,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,이너로 입기에 정말좋아요..그리고 날씨 좀더 따뜻해지면 단독으로 입어도 예쁠것 같아요
262,"색상: (10)WHITE / 사이즈: L(100)
체형남성175cm65kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드하기딱좋은촉감이예요
263,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,레이어드로 안에 입기 딱 좋네요. 굳굳
264,"색상: (10)WHITE / 사이즈: S(090)
체형남성173cm60kg상의 M보통 어깨보통 팔길이사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",4,총장빼고 다 나이스!
265,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,너무 좋아요 믿고 구매합니다.
266,"색상: (10)WHITE / 사이즈: L(100)
체형남성176cm72kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,"정말 마음에 듭니다 배송은 이벤트 때문에 느렸지만 , 종말 마음에 듬!!!"
267,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,잘 받았습니다 감사합니다
268,"색상: (10)WHITE / 사이즈: S(090)
체형여성167cm52kg상의 S보통 어깨팔이 긴 편사이즈약간 커요 (기타)핏오버핏이에요착용감편해요",5,"저렴한 가격에 좋은 제품샀어요
남녀공용이라 박시한거 알고 사서 만족해요"
269,"색상: (10)WHITE / 사이즈: M(095)
체형남성175cm77kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"생각보다 기장이 길어서 한치수 작게 주문했는데 
좋아요! 레이어드로 하기 딱좋은거같아요"
270,"색상: (10)WHITE / 사이즈: L(100)
체형여성사이즈잘 맞아요핏적당해요착용감편해요",5,"편하고 좋습니다.
원하던 핏입니다."
271,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요착용감아주 편해요",5,재구매면은 좋은데 길이가 ㄷㄷㄷ 많이 길어요
272,"색상: (10)WHITE / 사이즈: XL(105)
체형남성180cm보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,길이감이 딱 맞아서 좋아요
273,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감편해요",5,배송도 빠르고 옷도 좋습니다
274,"색상: (10)WHITE / 사이즈: XL(105)
체형160cm50kg상의 M사이즈잘 맞아요핏적당해요착용감편해요",5,배송 빠르고 가격좋아요
275,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용으로구매합니다~  좋아요
276,"색상: (10)WHITE / 사이즈: XL(105)
체형남성사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,촉감이 좋고 예쁜데 조금 긴 듯
277,"색상: (10)WHITE / 사이즈: L(100)
체형172cm70kg상의 M보통 어깨사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,총 기장이 조금 긴것 제외하고는 다 좋음
278,"색상: (10)WHITE / 사이즈: M(095)
체형남성170cm61kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,좋은제품을 신속히 구매했어요.
279,"색상: (10)WHITE / 사이즈: XL(105)
체형남성177cm71kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,좋은제품을 신속히 구매했어요.
280,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm73kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,잘 받았습니다 ~~
281,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,재구매한세트사고 마음에 들어 추가구매합니다~
282,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장, 가슴, 어깨)핏오버핏이에요착용감편해요",3,"일단 반팔이너티 포다는 면이 짱짱한데, 밑단 길이가 너무 길어서 엉덩이가 덮이네요 한치수 작은거 사세요"
283,"색상: (10)WHITE / 사이즈: M(095)
체형167cm보통 어깨사이즈잘 맞아요핏적당해요착용감아주 편해요",5,재구매입어보고 좋아서 다시 시켰어요.
284,"색상: (10)WHITE / 사이즈: L(100)
체형여성165cm상의 S사이즈잘 맞아요핏오버핏이에요착용감편해요",5,남동생사줫는데 좋다네용
285,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요핏오버핏이에요착용감편해요",5,기장이 길어 레이어드용으로 딱이네요
286,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,105사이즈에 잘 맞습니다
287,"색상: (10)WHITE / 사이즈: M(095)
체형167cm52kg상의 S보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감아주 편해요",5,소재좋고 톡톡해서 이너로좋아요
288,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,좋아요 그수구수      .
289,"색상: (10)WHITE / 사이즈: L(100)
체형남성178cm69kg상의 L어깨 넓음사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"항상 입는거라 좋습니다
재질도 좋고 만족합니다"
290,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드 필요했는데 잘 맞네요
291,"색상: (10)WHITE / 사이즈: XL(105)
체형남성175cm65kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드하기에딱좋은촉감이예요
292,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요핏오버핏이에요착용감아주 편해요",5,생각보다 크지만 편하고 좋아요~
293,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,나중에 또 재구매 할 예정입니다
294,"색상: (10)WHITE / 사이즈: XL(105)
체형남성181cm77kg보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,싸게 잘샀어요 잘받았습니다
295,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장, 가슴, 어깨)핏적당해요착용감편해요",5,"통통아이  체육복속에 입을용도로 구입했는데
길이가기네요 근데또 배둘레가 여유있어서 딱좋은데
기장이 꽤 긴편이니 감안하고구입하시는게좋겠어요"
296,"색상: (10)WHITE / 사이즈: S(090)
체형162cm사이즈잘 맞아요핏적당해요착용감편해요",5,서민들을 위한 공격적인 마케팅 좋섭니다!
297,"색상: (10)WHITE / 사이즈: L(100)
체형남성177cm66kg상의 L어깨 넓음보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,가ㅛㅓㄱ빚짝당닥뀩ㄴ 좋아요!!적더뢔여
298,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,잘 받았어요 잘 받았엉ㅅ
299,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,182키인데 엉덩이 거의 다 덮을만큼 긴 편이예요. 레이어드에 좋네요.
300,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm82kg상의 L보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,좋은상품을 좋은가격에 잘샀습니다
301,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,저렴하게 잘 샀어요
302,"색상: (10)WHITE / 사이즈: L(100)
체형남성175cm82kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,사진과 똑같아요!!! 추천입니다!!
303,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,빠른배송 감사합니다~
304,"색상: (10)WHITE / 사이즈: XL(105)
체형남성181cm87kg상의 XL어깨 넓음사이즈약간 커요핏오버핏이에요착용감편해요",5,기성비 좋아요 추천합니다~
305,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,95사이즈 상의  근데 이건  공용이라  90사도 맞았을거 같아요.   맨투맨 입으면 하얀부분 잘보여서 좋습니다.!
306,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드티로 마감도좋고 하단절개도편하네요
307,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요핏오버핏이에요착용감편해요",5,레이어드라 길고 적당히 안에 입기좋음
308,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,늘 매장에서 사던거라 만족해요
309,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드티로 손색이없네요 굿입니다
310,"색상: (10)WHITE / 사이즈: XL(105)
체형여성171cm80kg상의 XL어깨 넓음팔이 긴 편사이즈잘 맞아요핏적당해요착용감아주 편해요",5,길이감너뮤조아요!!!
311,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,빠른 배송 감사 합니다 ㅎㅎ
312,"색상: (10)WHITE / 사이즈: XL(105)
체형남성181cm77kg보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,"재구매잘받았습니다
감사합니다"
313,"색상: (10)WHITE / 사이즈: XL(105)
핏적당해요사이즈많이 커요착용감편해요",5,잘샀어요ㅎㅎ 좋네요
314,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,사이즈 괜찮고 편해서 좋습니다.
315,"색상: (10)WHITE / 사이즈: S(090)
체형여성179cm91kg상의 2XL어깨 넓음보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,마침 필요했는데 저렴하게 구매했어요!
316,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,좋아여 저렴하게 잘
317,"색상: (10)WHITE / 사이즈: M(095)
체형남성178cm65kg상의 L보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",3,"일단 득템한듯싶구요.
S싸이즈는 아주흰면티 이나 M싸이즈는 야간 아이보리 냄새도나고..ㅠ 바로 세탁실고고했습니다.
그리고는 다 좋았슴."
318,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,좋습니다 잘 입을게요
319,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,남편꺼 샀는데 진짜 좋네요 ㅋㅋ
320,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용으로 샀어요
321,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,면이 도톰하고 부드러워요.
322,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,무난하고 질이 좋아요.
323,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,"이너로 입으려고 구매했어요
자연스럽게 레이어드할수있어서 마음에 듭니다
원단도 괜찮네요"
324,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,아이가 아주 좋아하네요
325,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,배송도 빠르고 가격도 좋습니다
326,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용이라 자주 입을듯 합니다
327,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏슬림해요착용감편해요",5,"큰기대 안했는데 부드러운 착용감에
길이감도 좋습니다.
세탁 후에 다시 봐야겠지만 이너로 만족합니다"
328,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,여러옷에 편하게 입을 수 있어요.
329,"색상: (10)WHITE / 사이즈: XL(105)
체형남성180cm90kg상의 2XL어깨 넓음보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,불만이 없는 아이템입니다
330,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,소재도 크기도 저렴도 해서 넘 좋아요~
331,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,"세일할 때
구매해서 더 좋아여^^"
332,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,배송빠르게 도착했어요.
333,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,아들에게 보냈어요~
334,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용으로구매합니다~
335,"색상: (10)WHITE / 사이즈: XL(105)
체형여성165cm68kg상의 XL어깨 넓음사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,"남편이랑
커플로입으려구요
잘입을게요
감사합니다"
336,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,너무 두껍지도 않고 얇지도 않아서 좋네요
337,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,저렴한 가격에 질이 좋아요.특히 목부분  처리가 잘 되서 느낌상 들 늘어질것  같아요.
338,"색상: (10)WHITE / 사이즈: S(090)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,생각보다 다소 길이가 길지만. 두껍고 질도 좋습니다.
339,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,"저렴한 가겨과 좋은 품질
추가구매했습니다"
340,"색상: (10)WHITE / 사이즈: XL(105)
체형남성184cm98kg상의 XL보통 팔길이어깨 넓음사이즈약간 작아요 (가슴)핏슬림해요착용감편해요",5,재질이 좋아요~ 품이 작아서 이너로만 입을거에요!
341,"색상: (10)WHITE / 사이즈: L(100)
체형선택안함사이즈약간 커요핏적당해요착용감아주 편해요",5,가성비 최고입니다.
342,"색상: (10)WHITE / 사이즈: L(100)
체형남성174cm63kg상의 L보통 어깨사이즈잘 맞아요핏오버핏이에요착용감편해요",5,재질이 아주 마음에 들어요
343,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,잘 입어볼게요오오요
344,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,적당한 금액과 탄탄한 원단이 마음에 들었어요
345,"색상: (10)WHITE / 사이즈: S(090)
핏오버핏이에요사이즈많이 커요착용감편해요",4,생각보다 많이 길어요~ 남녀공용이라 S 사이즈가 아주 넉넉히 맞아요
346,"색상: (10)WHITE / 사이즈: L(100)
체형남성177cm75kg상의 L보통 어깨사이즈잘 맞아요 (총 기장, 기타)핏오버핏이에요착용감편해요",5,"저는 자주 SPAO에서 흰티 세일하면 사는데
아주 레이어드 할 때 잘 입고 있습니다.
상품의 질도 좋고, 짱짱합니다
목 늘어남 이런 것 절대 없습니다"
347,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감편해요",5,항상 재주문하고 쟁여두는템
348,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",4,레이어드하기 좋아요. 잘맞아요.
349,"색상: (10)WHITE / 사이즈: M(095)
체형여성163cm58kg상의 M팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드 할 때 입을 옷 필요했는데 세일해서 샀어요. 지그재그 에이블리 같은 곳은 이런 옷도 1만원은 하던데 세일할 때 언능 가져가세요
350,"색상: (10)WHITE / 사이즈: M(095)
체형선택안함168cm56kg상의 M어깨 좁음팔이 긴 편사이즈잘 맞아요핏슬림해요착용감편해요",5,"레이어드해서 입기 딱 좋아요.
 저렴히 좋은상품 구매했습니다.^^"
351,"색상: (10)WHITE / 사이즈: M(095)
체형여성165cm69kg상의 M보통 어깨팔이 긴 편핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",4,너무크네요 s사도 됐을꺼 같아요.  M사이즈 인데. 100이나 105사이즈 같아요
352,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,할인해서 저렴하게 구매했어요
353,"색상: (10)WHITE / 사이즈: M(095)
체형남성176cm70kg상의 L보통 어깨팔이 긴 편핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",4,오버핏 감안하고서 95 샀음에도 기장길이가 많이 깁니다.
354,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요 (총 기장)핏적당해요착용감아주 편해요",5,"재구매옷은 마음에 들어요
제가 주문을 M 사이즈로 한 게 실수인듯...
이옷은 이 사이즈대로 입고 S 사이즈 다시 주문했어요^^"
355,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,"배송 빠르고 만족합니다
다음에 또 구매 하겠습니다"
356,"색상: (10)WHITE / 사이즈: M(095)
체형여성165cm73kg상의 L보통 어깨팔이 긴 편사이즈잘 맞아요핏적당해요착용감편해요",5,길이도 레이어드했을때 딱이쁘게 내려와요 재구매의사있어요!
357,"색상: (10)WHITE / 사이즈: S(090)
핏적당해요사이즈많이 커요 (총 기장)착용감편해요",5,레이어드하려고 구매했어요! 핏은 정말 좋고 사이즈도 딱인데 제 몸에는 길이가 너무 길어서 아쉽ㅠ.ㅠ..
358,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,좋아요~~~~~~~~
359,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,"재질도 좋은 롱기장이였던 제품이었네요 
그래도 레깅스입고 입으면 운동할때도 괜찮을것 같아요"
360,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,이쁘게 잘입을게용!!
361,"색상: (10)WHITE / 사이즈: M(095)
체형남성핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",5,배송은 진짜 빠른데 필요이상으로 기장이 길어서 오히려 어색해요
362,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드티셔츠 찾고잇엇는데 너무 좋네요
363,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드티셔츠 찾고잇엇는데 너무 좋네요
364,"색상: (10)WHITE / 사이즈: L(100)
체형여성163cm68kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감아주 편해요",5,길이가 좀 긴듯하고 이너로 코디
365,"색상: (10)WHITE / 사이즈: XL(105)
체형남성180cm61kg상의 XL보통 어깨보통 팔길이핏오버핏이에요사이즈많이 커요 (총 기장)착용감편해요",5,천도 보드랍고 좋고 박시한게  이뻐요
366,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",1,"어깨에 구멍하나났던데 안에 받쳐입을꺼라 걍 입어요
더 커지면 걍 버릴듯...."
367,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요 (총 기장, 가슴, 어깨, 팔 둘레, 소매길이)착용감편해요",5,"옷 받아서 입어보고 굉장히 컷는데
건조기 돌리니깐 이쁘게 줄었어요"
368,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,소재 부드럽고 핏 적당 길이도 괜찮네요
369,"색상: (10)WHITE / 사이즈: XL(105)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,"가성비 좋습니다.
이너웨어로 입으면 좋을듯합니다"
370,"색상: (10)WHITE / 사이즈: L(100)
체형남성172cm75kg상의 L사이즈잘 맞아요핏적당해요착용감편해요",5,잘 입을게용~~ 좋네요
371,"색상: (10)WHITE / 사이즈: XL(105)
체형남성178cm84kg사이즈약간 커요 (총 기장)핏오버핏이에요착용감아주 편해요",5,"레이어드용으로 기장 딱좋습니다
두께감도 조금 있어서 몇번 입으면
목 늘어나고 그럴거 같진 않아서
좋습니다"
372,"색상: (10)WHITE / 사이즈: XL(105)
체형남성176cm78kg상의 XL보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감편해요",5,두께 적당하고 싸이즈 잘맞아요.
373,"색상: (10)WHITE / 사이즈: S(090)
사이즈잘 맞아요핏적당해요착용감편해요",5,기본템!! 배송굿!!
374,"색상: (10)WHITE / 사이즈: XL(105)
체형남성178cm79kg상의 2XL어깨 넓음사이즈약간 커요 (총 기장)핏오버핏이에요착용감편해요",5,저렴한 금액에 아주 좋아요~티셔츠에 같이 입으니 예쁘네요~~
375,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,이 가격에 질도 좋구 넘 괜찮아요.
376,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,이가격에 이정도는 너무 좋네요
377,"색상: (10)WHITE / 사이즈: S(090)
체형여성156cm44kg상의 S보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",3,완전 롱롱티예요. 가성비 좋은데 길이가 많이 길어요
378,"색상: (10)WHITE / 사이즈: XL(105)
핏오버핏이에요사이즈많이 커요 (총 기장)착용감아주 편해요",5,"면이 짱짱하고  부드러운거 같고 좋은 제질로 만들어진 느낌입니다
편하게 자주 입고 활동할거같아요"
379,"색상: (10)WHITE / 사이즈: M(095)
체형여성163cm68kg상의 M보통 어깨보통 팔길이사이즈잘 맞아요핏적당해요착용감아주 편해요",5,재구매크롭티가 짧아서 이너로코디함
380,"색상: (10)WHITE / 사이즈: M(095)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,재구매배송빠르고 레이어드해서 입기 딱 좋아요
381,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏오버핏이에요착용감아주 편해요",5,착용감이 부드럽고 레이어드 길이로도 적합해요
382,"색상: (10)WHITE / 사이즈: L(100)
체형선택안함사이즈잘 맞아요핏적당해요착용감편해요",5,교복 안에 입으려고  구입  저렴하니 좋네요
383,"색상: (10)WHITE / 사이즈: XL(105)
사이즈잘 맞아요핏적당해요착용감아주 편해요",5,길이감도 좋고 재질도 좋고 좋은 가격으로 너무 잘 산거 같아요
384,"색상: (10)WHITE / 사이즈: M(095)
사이즈약간 커요핏적당해요착용감편해요",5,이뻐요.예쁘게 입을수있어 좋았습니다
385,"색상: (10)WHITE / 사이즈: S(090)
체형남성168cm78kg상의 M보통 어깨사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드하기 편해요
386,"색상: (10)WHITE / 사이즈: L(100)
사이즈잘 맞아요핏적당해요착용감편해요",5,레이어드용으로 잘 샀습니다
387,"색상: (10)WHITE / 사이즈: M(095)
핏적당해요사이즈많이 커요 (총 기장)착용감편해요",5,핏이 딱 좋아요 남자친구 선물로 줬는데 편하다고 마음에 들어하네요!
388,"색상: (10)WHITE / 사이즈: L(100)
체형여성160cm56kg상의 S팔이 긴 편사이즈약간 커요 (총 기장)핏적당해요착용감편해요",5,아들 사줬어요~도톰한 면에 후줄거리지않아 좋습니다~
389,"색상: (10)WHITE / 사이즈: L(100)
사이즈약간 커요 (총 기장)핏적당해요착용감편해요",4,레이어드티라 길이가 길거라 예상은 했는데 예상보다도 더 기네요;;
